Amount Earned,Completed Jobs ,USD/Hour,On Time,On Budget,Repeat Hire Rate,Accept Rate,Country,Overall Rating,Reviews Count,Education,Work Experience,Number of Certificates,User_ID_Hashed
8.2,100,25,93,98.0,27.0,94.0,Pakistan,4.9,433.0,1.0,0.0,1,a985f93a1a8e39d7c5eee0b65ea8e5fe432cf24b572b8cbb17f8ff6564f3209c
7.2,100,30,99,98.0,25.0,94.0,Turkey,5.0,141.0,1.0,0.0,1,365e96d2c8370b273147ecfab7a15abba3f1e3b041b141fcba40f66b84d69592
9.0,99,80,98,99.0,13.0,86.0,India,5.0,827.0,1.0,0.0,4,193f3b6414b4359b65e16ecaa01188e044069b0c56545ec29a80211561097b97
7.4,100,35,99,98.0,15.0,89.0,India,5.0,33.0,0.0,0.0,2,9b45083a132fa1135a5315772aa8403d8059327786b40db4b8ce469d5f20a458
9.2,100,40,94,92.0,12.0,73.0,India,4.9,4852.0,1.0,1.0,2,6b667c23cfb5fbe9d72aa06c0b90dc8f2d8418750790a77ec103e6d88aa038ae
8.1,95,16,91,89.0,14.0,56.0,India,4.8,126.0,1.0,1.0,1,bc91cca4b751f49d8caf8ec5b8afe780b60eb1d6e2b56bd2de0eb715aa127ceb
7.9,98,35,99,100.0,18.0,82.0,Australia,5.0,120.0,1.0,1.0,6,2519f5c9cdd600be56ddf1204d8009b1c6dcc9639c8ef12994641067d07730e5
9.7,94,20,91,93.0,19.0,85.0,India,4.9,320.0,1.0,1.0,3,1833b0982ec5202c206451f499c5e0797f125f213acc78019442f0a4106bf2eb
8.1,95,60,96,97.0,21.0,94.0,India,4.9,282.0,0.0,0.0,15,39c3d259e4c649a64e83e583573a02004d7b15e828e55f8f6396b268c5ef1925
6.9,96,20,96,97.0,15.0,78.0,Pakistan,4.9,158.0,1.0,1.0,1,3623aadc2db8c43076e21048447424e10bca2a36defb8593e699bcbd3ffde629
8.8,96,50,92,92.0,18.0,76.0,Serbia,4.9,163.0,0.0,1.0,5,6d05701dba94b61bdfd57fa339158c7bccc98e581b8bda8cbc3ad4fa746d587f
8.6,97,25,96,96.0,14.0,85.0,India,4.9,451.0,1.0,1.0,5,64df43f4cb34500e1e43f0002d00a7ab1710842b3f41fd02c890c301ba315b22
7.5,100,15,94,97.0,13.0,85.0,India,4.9,207.0,1.0,1.0,6,392228a33903caaf5bed6fc71da0beb97fd964474b10029c286f1ee33221599e
6.0,100,20,100,100.0,29.0,100.0,China,5.0,3.0,0.0,0.0,8,57a885c0eb567e71bf106a496dad5af218849922a469170687d66ab5a9f5a30e
8.7,100,29,100,100.0,28.0,91.0,Pakistan,5.0,438.0,1.0,3.0,7,ae479fb994d0f8f9956949e8f01c2820c4f17e2ae2cbf54fe0facfa8ee6bdf70
9.2,98,45,88,91.0,18.0,95.0,Colombia,4.9,199.0,1.0,1.0,3,7fb06951cb4dab983cdef11b509aea7db720a6aadac9e34263d05da910adfc3b
8.1,100,25,92,92.0,25.0,82.0,India,5.0,424.0,1.0,1.0,4,02653a9fb0420662f7d9b5261f324346ac7d0ebc48317ffe86b930e27fec2fc6
9.2,97,20,87,97.0,18.0,88.0,India,4.9,478.0,1.0,1.0,15,095779224e18797aeb1953e9810523fd75b1c3ee7c6f0a72457147a03ae47685
10.0,98,8,93,91.0,26.0,87.0,India,4.8,2952.0,1.0,1.0,10,2bdf1812cdfbe6d5592d33f23ee7f57690546b432d9ad324f24d8022104d277a
8.8,99,30,95,94.0,13.0,87.0,India,4.9,563.0,1.0,3.0,3,1961abdca468059097b959b1b22abae2e4e0e2dc45b025afcf54bb496b499b38
8.8,98,15,94,98.0,13.0,77.0,India,4.9,167.0,1.0,1.0,7,83ab202a43b5d293f37a1cc76ffcff2b0936822d52d40252d16f5b82ab3a9855
7.8,100,20,97,98.0,22.0,74.0,India,4.9,301.0,1.0,1.0,9,e6953cf8ac353e4209aeaa71ce6d5276cd58d065c473df4a5ef8fa5e97eccbc3
7.9,98,20,96,98.0,11.0,66.0,Pakistan,5.0,245.0,1.0,1.0,1,c2b648d53ff46cf1305b896a07890e7309c1acbc9afbd06444118cbbeaecab33
7.2,100,30,100,99.0,11.0,75.0,Pakistan,5.0,32.0,1.0,0.0,0,04b57f054053f5c009dbc82f20debd023629b41a98ccdbd65cbf784c0a3778f2
6.9,98,15,100,100.0,30.0,75.0,Pakistan,5.0,43.0,1.0,2.0,11,43c881e3f09cd9a5ffc275243bd67b5f9f60657e4f02c7756253b1e4424f66cc
9.2,96,60,85,85.0,14.0,81.0,Pakistan,4.9,441.0,1.0,1.0,9,2422098f45ca09aefcf2fdbf8fef703a5cc228dd17e61ce289be34df50278e03
9.3,99,30,97,96.0,23.0,93.0,Bangladesh,5.0,1727.0,1.0,2.0,6,d49bbeeb19639986d29c3505d8211ba07a79182874d20b38d9e8f8c7a22564a5
9.0,97,25,92,95.0,26.0,84.0,India,4.8,371.0,1.0,1.0,11,a9782d118639cd3041d38baecd25b6cec51ce0a0b2e4031b9170b794668b3101
9.5,100,175,100,99.0,43.0,78.0,United States,5.0,93.0,0.0,0.0,14,e7e0e8a50b07a72339ae059094a0709a9f6a846c7210020c4e5df4fbae0cfc86
8.8,100,65,99,99.0,15.0,89.0,India,5.0,119.0,1.0,2.0,4,9451410ae16c01fe92c0b3986cf5fc5a83f7e3b82633fbe5e50f76a000e691dc
8.0,100,23,98,98.0,30.0,96.0,India,5.0,201.0,1.0,2.0,4,0fc1c8e0b0a822996b1fc90b321af36d91d512d41c5ecdfe5463b50783b32ed0
8.5,97,10,97,98.0,14.0,83.0,India,4.9,398.0,1.0,1.0,6,fcb4161dec37ce68d5ac0a4da58eaf43b8a221d51fc22ca1ee6f4ec065213094
7.2,100,147,97,100.0,29.0,94.0,United States,5.0,15.0,1.0,3.0,2,b6aeb742420d27d587cae02bc9f76cb7018d0f6e01a3f74f0713a58d223c8d63
8.3,99,30,98,96.0,14.0,93.0,Pakistan,5.0,574.0,1.0,1.0,4,da44958c6b275c9fc0b6a7397bc034c6e505a57d04f2da94ad8369dc9987900e
7.6,92,45,100,100.0,20.0,100.0,Spain,5.0,12.0,0.0,0.0,4,cdf815f84f2ff79b060124108e3b3bc3f4b2d277094c175a439cd6cacc9e7d8c
8.1,98,30,92,95.0,19.0,90.0,Pakistan,4.9,211.0,1.0,1.0,4,dc5c3c31e251a57d3b8cfaafe36de2a3c4d17955f4b90edceef5b497d208d65a
7.8,99,10,98,98.0,17.0,98.0,Pakistan,4.9,719.0,1.0,1.0,3,2371753fdfb1535583afde92ea7682a440e298043e5c91e7e8e82b86b25541cc
8.7,99,25,89,94.0,7.0,74.0,India,5.0,347.0,1.0,2.0,7,3fe1a91027f4e69041450e4d97b79fb0cd1a923913400869392cb0be7102863c
7.9,96,15,94,95.0,10.0,73.0,India,4.9,511.0,1.0,1.0,1,cadbf7b5819ee5fb389d2ab8b55a35863c7958cbf234e7d897e11d63c07fb232
10.0,100,45,96,97.0,20.0,65.0,Ukraine,5.0,552.0,1.0,1.0,9,ef7e7bf549c9fb9a4892e046d894acb089cc8fb2bfadd435a629c36ffbc39232
9.3,99,30,91,100.0,27.0,90.0,Pakistan,5.0,122.0,1.0,1.0,4,f946dbd75466be7d70bc6835572f6539ee4093becbae1a74745f25f73541ceb4
8.6,100,2,88,89.0,32.0,90.0,India,4.9,981.0,1.0,1.0,9,16f631ba17560f951689b0aa01e639720a0b2b418f30331c2fa1814bb5249821
7.7,98,40,94,99.0,17.0,66.0,Pakistan,5.0,202.0,1.0,3.0,4,52c7c6ba22830ec050cd24f6109802af28190c3f6a55008df5fba4da8c0b07ae
7.8,94,20,76,90.0,7.0,86.0,India,4.7,77.0,1.0,2.0,2,7363f647535a3b7c44ad154045d66ae6c27afea42dc885e11be8435a64f7b610
8.5,94,25,91,92.0,12.0,86.0,India,4.9,496.0,1.0,2.0,1,d50f74f6b57c7758b208000ef336a2f2f7d8fed2d681edfb1494e2af4b9b8753
7.5,100,15,99,98.0,24.0,97.0,Pakistan,5.0,211.0,1.0,1.0,6,c1d43126e97f8da209e148f834d87fd8266dce94e7a25fc66f467639d9c14a1a
8.8,96,25,93,94.0,24.0,80.0,India,4.8,99.0,1.0,3.0,12,6e30e64010ff1260ec7a966b5c8c97d1c8ff35ba02cd504150f4c933048154eb
8.0,96,22,97,96.0,20.0,86.0,Pakistan,4.9,348.0,1.0,2.0,8,1677a11e4743d06b22cee3e4ae54ef8a29aee9220d9ba1b5fe2891e5f375047a
7.2,100,125,96,100.0,23.0,99.0,Egypt,5.0,96.0,1.0,2.0,2,8ca483c28d2b4537ab2aab06887eba6fa1192bfe534799e79825581bd84591bb
7.9,96,15,94,94.0,15.0,90.0,India,4.9,235.0,1.0,1.0,4,39f399750da11650ea180fe26e37600e28ed0403e387df135714809a7265dd12
9.4,98,15,93,94.0,20.0,89.0,India,4.9,1552.0,1.0,1.0,15,47a7e4db99e787f7c279abcc9351288b37ae0a842ebd93ca841aa86d0eec09c4
8.9,100,15,91,89.0,33.0,91.0,India,4.9,1821.0,1.0,1.0,13,3f3b433c451f9317e6d2d0868d18d0ae1a262143817a320e7834a71e421feb00
8.6,100,40,98,98.0,23.0,89.0,Serbia,5.0,616.0,0.0,0.0,2,e0019eb4a922e7a35a526ccdfc91dd3f277957a9364361f1087583ea6c5b9870
9.4,96,10,91,94.0,16.0,69.0,India,4.9,760.0,1.0,1.0,8,ddeca0f42904a86da2b812f5e78c3fdeb3c61e5cac6502f234ff3f4fa774f611
9.1,99,15,98,95.0,18.0,91.0,India,4.9,148.0,1.0,3.0,3,53002af27b76a2fd6d7f4efe8fe3e54197c6bc9b9d5a8669fd981cb63420e875
8.6,100,50,100,100.0,21.0,98.0,Netherlands,5.0,53.0,0.0,0.0,6,81eb49119610a1a7ea924b3000d6201814a9ce3878c44b36583a95be95e0b3c6
8.5,95,15,96,96.0,16.0,78.0,India,4.9,558.0,1.0,1.0,13,389215f67f4123666254b42a1947c4e8cb10d1b2d5686172980bd27a8534a373
8.5,98,75,95,96.0,13.0,78.0,Argentina,4.8,265.0,1.0,2.0,12,40f5306190bf279558f6208853d9c553e5490e5a5dac2af43ed3c45905690de6
6.9,98,30,100,100.0,4.0,44.0,Bulgaria,5.0,34.0,1.0,3.0,1,f6c5d5d78d43094304e73cee1d13c415380d5ea72fc9d231c521f8300ab0aca6
8.8,99,30,98,98.0,14.0,76.0,Bangladesh,5.0,369.0,1.0,2.0,7,e0150ce16e67b6512de91f9391952957d5074bc594868ea385de774350e6e3b7
7.6,97,30,99,98.0,16.0,84.0,Pakistan,5.0,162.0,1.0,3.0,1,e5f15ab1de5accdd8bbdc54fbcc6b66aa0c28a2497904acfe094b48cbff0f341
6.7,96,30,91,91.0,23.0,95.0,Pakistan,4.7,23.0,1.0,2.0,10,7f8551443d2fbc50705c83a2e113a11f116cfae74e8871c529b60b92770d120c
8.1,99,25,95,96.0,13.0,92.0,Pakistan,4.9,821.0,1.0,1.0,2,2b254f7b429bb0c1ea11bd3a5739f83b937cfa8ebfacabcb7bcb68f17085501a
8.2,99,25,96,97.0,30.0,59.0,Pakistan,5.0,589.0,1.0,2.0,15,ceb365a85da8a8c9d77edbc0a4d967afc085817ae4b3058b4a46b795e612fb75
8.6,100,80,100,100.0,17.0,80.0,Romania,5.0,176.0,1.0,3.0,9,bdb0f33c6dc46ad655a06a20158d9d3b02e8bd64d95463a3872339cdebf7d68a
7.5,100,15,98,100.0,20.0,98.0,Pakistan,5.0,39.0,0.0,0.0,2,c94a6e032a14faa0804c8ab37bfb119acaf229f55b6996875152342956221150
9.7,98,8,87,96.0,24.0,74.0,India,4.9,1250.0,1.0,1.0,7,0a0331b6e5b32edebde9ee5b38025e9feda287d5b70873e4498955ae11b8eacb
6.3,97,50,100,86.0,22.0,89.0,"Moldova, Republic Of",5.0,30.0,1.0,2.0,12,8ba0e8f743321ec250b824316bc6725bc0d8dfff624f66e54f65facfd862bc22
7.4,98,65,98,100.0,45.0,87.0,Spain,5.0,49.0,1.0,1.0,2,9891e49d64cf15eb9b4654f4832817818caab7a324b87ac1a7b1172465e34879
7.9,100,50,92,98.0,8.0,74.0,Pakistan,4.9,122.0,1.0,1.0,3,a055d111bcf2dd4a5b951b7093198eeb6751617421948a8d8f427d1f0bb313cd
8.0,98,30,81,94.0,13.0,87.0,India,4.9,130.0,0.0,0.0,1,88a6097ed3d896926f77ae1080dcbd51b4f0452789d90a6749857b3075aa54dc
8.1,93,70,97,99.0,9.0,60.0,Australia,5.0,15.0,0.0,1.0,0,78c5828dfac35f8227a6b0efd49f96eb9416fc40b72e09a876a5e5459bc4ee7c
7.9,96,30,90,96.0,11.0,65.0,United Kingdom,4.9,219.0,1.0,2.0,4,e2bf56570565517d1b3e6361e0825553225dcd24da60daf6f3d0341b00590ca9
7.4,99,25,100,99.0,17.0,88.0,Iraq,5.0,159.0,1.0,3.0,9,82d4226b6ebb811dd430c12a7a5c6cd5a889793f426c02711e683098c501a39c
8.0,98,35,96,96.0,9.0,90.0,Pakistan,4.9,251.0,1.0,1.0,1,5c6dac27dbe7104be6e11236a090f533d42a2a097bddfe37f188381332e69170
7.5,95,35,94,96.0,10.0,59.0,Pakistan,5.0,109.0,1.0,2.0,9,324254f4e8bf8c769544dc9948f1691ebb0b36529783f089d77c0a0d6b1bb43e
8.3,94,50,95,100.0,16.0,90.0,Malawi,4.9,252.0,1.0,1.0,12,86d15337d41f18af598c217260cb7a5bf5742ec647d95b58e3d5190d33643117
7.6,99,55,95,96.0,21.0,84.0,India,5.0,278.0,1.0,2.0,5,674cc0722d4f660c841c7838eb5a0838060e3f841f5ca0c465e4eba4cb2b43e0
7.6,98,65,99,100.0,9.0,79.0,United States,5.0,89.0,0.0,1.0,1,b4d989ba51e66ad983d3396090d3f0ca742d0c2a3fb67d5789c139b7d0adb33d
7.6,98,10,93,96.0,32.0,93.0,India,5.0,177.0,1.0,1.0,1,0e08e6ae3ce03ba524bcefe0be124fecb1bcb9a1a7dfa19abae2e557a185f502
8.3,99,20,100,100.0,19.0,77.0,India,5.0,275.0,1.0,1.0,4,aa83573ccf63cfdd1d1e534759382a7281d0b4c335bd562fa6924c5af8ca1a68
6.6,91,40,89,89.0,7.0,86.0,Georgia,4.6,11.0,1.0,1.0,3,309272f5e70db3f46399107b5072d00886718de26773b5c3c1388f0b5a3e7966
7.7,100,65,96,97.0,13.0,81.0,Finland,5.0,303.0,1.0,1.0,3,c419f77dbaa9da2a472673c0a2981298572f06660a2112e5b4803b17ad4e637e
9.8,93,15,97,98.0,20.0,93.0,Bangladesh,4.9,374.0,1.0,1.0,4,5122cc9746c1ee70ae0c26677ba68ba913fd307ea174e2c21c5b75b39cb35c24
8.3,96,30,96,100.0,29.0,93.0,India,5.0,167.0,1.0,1.0,5,48454a0fc1579b2e1b8e5076dcbab5bb5cd30abac5476710957b0f2b296155db
7.5,97,25,100,100.0,34.0,79.0,Pakistan,5.0,66.0,1.0,2.0,3,807475c01c0ce9d960be2419e25a9eb3310802028598b17af5bc6ad2bc16996e
7.5,99,25,96,99.0,16.0,84.0,Pakistan,4.9,193.0,1.0,3.0,5,696d137d26ea8bc2b2149a6888e6b152823600061aaaae6b1f0c7ea3cfc6ad13
7.1,96,25,99,100.0,16.0,91.0,Bangladesh,4.9,141.0,1.0,2.0,1,79756800ca30ce935c0e755e9baee112707022ac7e0723ab15aa23f41a13b79a
8.2,93,17,97,97.0,12.0,73.0,India,4.9,132.0,1.0,1.0,2,9e642d69691f567daa3e59e86847f7cab8341c431d7b9d52bb04dc0b77a46ea5
9.2,98,15,90,93.0,26.0,67.0,Ukraine,5.0,455.0,1.0,1.0,11,886c9dfb9a3b8a0d9c4f86c61ab43f34f3533a343e39072d55348d11a91104b4
8.5,93,30,94,95.0,23.0,91.0,Pakistan,4.9,113.0,1.0,1.0,5,d6885e3b80dc0b145b3d332a33e1d6debd6fe8190675f742d8015ad28f5d2637
8.9,98,25,94,96.0,17.0,77.0,India,4.9,149.0,1.0,1.0,3,0210392e0b7bc82d266a4363b7244629662a5e6bc69186ac0807d565de981b6d
8.0,97,65,96,96.0,6.0,72.0,Palestinian Territory,4.9,409.0,1.0,1.0,2,fbcca9fc4b20b560d7d06a66cf31451406f0885beaebf9aac41a9410226f60fd
8.3,94,35,90,91.0,12.0,65.0,Pakistan,4.7,245.0,1.0,0.0,4,5bff60465119858550995ce141d8531649b2d751f12982e94e9f39ebcbbcc3f3
7.6,94,30,97,99.0,19.0,91.0,India,5.0,75.0,1.0,1.0,0,0762c99d5192495b558105fa3fb97336f44745f9694a3ef3a2c76fe62e86f44d
7.9,93,25,93,95.0,13.0,78.0,Pakistan,4.9,637.0,0.0,0.0,3,203f985ca56c85552bbefbc6b7c8ed35d8f0d35de9fce7d2826ef090b2f006a9
7.5,99,60,91,100.0,23.0,98.0,United States,4.9,76.0,1.0,2.0,3,a39dcb955b2ce573964ff0ff94331ed5e785d0c50e6abbfd1d4d14378f9e0555
9.7,95,25,88,98.0,16.0,84.0,India,4.9,373.0,1.0,0.0,3,e66ad6737119b070b793b9bd4837f9e69717ec92fda70e28a08729e1f4bbdaed
7.0,97,50,100,100.0,11.0,85.0,"Moldova, Republic Of",5.0,38.0,1.0,3.0,2,c908149fe7c7af17de1e7ab4b8c5d7efe5518fc782a8fcf2014fa0080be5ac7b
7.3,98,10,97,98.0,16.0,82.0,Pakistan,4.9,530.0,1.0,1.0,2,45ff225850a951aec4f64e4ef4929e512d8c6fed38981e6547de66f659470818
5.6,100,5,100,100.0,22.0,58.0,Pakistan,5.0,20.0,1.0,1.0,1,9af3dfd744a38d7dabdda9424bda63085bffa3ff336dae1fb7a36b4324a8b1d9
8.7,98,30,94,93.0,21.0,82.0,Belarus,5.0,194.0,1.0,3.0,3,1e2f31feb94bfb681955605e4aab5cd945db71266bc2d9a308aafbeb3c8bce32
7.7,97,40,94,97.0,29.0,99.0,Mexico,4.9,126.0,0.0,0.0,10,e21530f8a6c6fb76dd170f79a2f26c810ab395c1e7936d8a5adc6c2d392adb9f
7.4,100,35,79,100.0,12.0,77.0,India,5.0,44.0,1.0,2.0,4,9706ab210783bbbc276dc8a534a05301cbdb8c1327cfe686b0c16f1839fdfd8e
7.8,89,7,97,98.0,14.0,43.0,India,5.0,86.0,1.0,0.0,10,d5f73dbd12f3cacae68ce9c747a471309db2f85b33243b6b1dd78daf01df7f77
6.0,100,51,100,100.0,17.0,55.0,United States,5.0,2.0,0.0,0.0,0,0e9c17de48d55c17a09f32aaae7c24098af17ec49d8c13baf785845dfb2e92d5
9.2,97,15,89,94.0,15.0,89.0,India,4.8,281.0,1.0,1.0,3,0948d262c522a0182c5e8973cfadedc443e95aea414d494e32cce739998ab09e
7.1,100,35,97,100.0,25.0,89.0,Pakistan,5.0,11.0,0.0,0.0,15,cca354c371f51922dbbf8a3be6ac36c9c295e8362b39a39d73fc226e38c4e8a1
8.4,100,50,100,100.0,18.0,75.0,Pakistan,5.0,130.0,1.0,3.0,4,a7fb00ea80720e9516a9e466cad3fecb50fdea9ad7e442a81aa4ffb6b01f9593
8.2,96,9,81,100.0,17.0,84.0,Pakistan,4.8,64.0,1.0,1.0,3,8365952793430daa63b5b3399706e7f77d8a72149e9bc1913aa5ea8a5ee237d9
7.2,94,30,95,95.0,13.0,88.0,Pakistan,4.8,73.0,1.0,1.0,3,78697c2c28de1ab0d686e8524111afaa6a8593592014b1d23a863073c417edd4
7.7,93,50,96,90.0,10.0,98.0,Bangladesh,4.8,182.0,1.0,3.0,15,323e70205a0c9c3c1655bcdd8ec80038d1fb8253ea6ef5f7613c1c1f3d1b2855
6.8,100,15,98,96.0,22.0,88.0,India,5.0,59.0,1.0,1.0,7,1b2455d90702dd3875aaf471f47620d716c78e1d67ab60e94e25ba659becf7ce
7.9,98,30,90,92.0,10.0,78.0,Pakistan,4.9,324.0,1.0,2.0,2,0f7334a9912957fe2261d1f7b8a7839221ada761e1371f82935105e3497224c2
8.4,98,19,99,98.0,15.0,86.0,Bangladesh,4.9,519.0,1.0,1.0,15,ce103bece7f0ec2d5731dd6d3728d6a876dcf6b816014a27789e214b0f4afc92
7.4,94,500,100,97.0,9.0,70.0,United Kingdom,5.0,33.0,1.0,1.0,15,1c76d9f849905b070432e2a2d3becc68a717dbae12af7478d4e57dcb47f98a2e
7.0,99,50,97,100.0,20.0,84.0,Pakistan,5.0,171.0,1.0,1.0,15,8be3ea81b9b6883dbb84487c2df205eb49db0ed8b85e26ed11ac26de44eca699
7.1,99,30,94,99.0,10.0,89.0,United States,4.8,112.0,1.0,0.0,0,793354807752106c027bff57e6e25a94068679371f2806f1d2e60743e660b2b2
6.1,100,35,100,93.0,19.0,77.0,"Moldova, Republic Of",5.0,18.0,0.0,0.0,2,5df5afd36d0759405a43ec991aff73ac70501da442693dce3c5f876634670e4d
7.1,90,35,91,80.0,11.0,84.0,Pakistan,4.8,107.0,1.0,1.0,1,af12b583701a570a292336d96f3a7cb119923b74d53f7c4435519d9b5d4ac964
8.3,99,15,94,94.0,19.0,81.0,India,5.0,485.0,1.0,1.0,2,58a490f8bc5147fb2f1d63a212e18977e3274e3e4b67d25ad241d93e84fae890
7.3,100,38,95,88.0,19.0,97.0,Cameroon,5.0,74.0,0.0,1.0,3,5b3d47d1ed62eddabf1a2ae7a7de85e71dc5c05b933eb47f4771451ef691cf64
6.5,100,15,84,100.0,7.0,93.0,India,5.0,13.0,1.0,3.0,13,a8e96cb855035e551901a3e41abb2f3400636c735e2cfd7345a53d9860aaa668
8.6,99,10,94,96.0,15.0,73.0,India,5.0,370.0,1.0,0.0,3,677bb4f28cb4c0460890af4f0cb70afa5e8530bce98aadfe3e537ede1f4ce187
6.2,94,25,99,99.0,13.0,97.0,Pakistan,5.0,30.0,1.0,1.0,5,3d7cb399ecbf5e11afc2ccee5da505effaa41f8eef59268c713fde7dbde02b28
9.3,98,25,88,88.0,10.0,91.0,Pakistan,4.6,115.0,1.0,1.0,4,0f2a1c696cf60ee4f86b2374bed232e818a603bee57140cea2ca57bd50ebb280
8.4,99,50,100,100.0,5.0,70.0,Georgia,5.0,70.0,0.0,3.0,4,fb8a34aed6e775cc1a1ea042b247b7411657f936019fb1dfc942e5b73162213b
7.0,94,20,97,97.0,9.0,80.0,Bangladesh,4.9,254.0,1.0,2.0,9,6de8640aac7c09800f04eaab090acec87e11bc043d101b0a952a2bea587b4530
8.6,98,30,98,98.0,19.0,88.0,Pakistan,4.9,318.0,1.0,3.0,2,999effdaffb9e6922e4939c41ff94762c89f62cd6b58c4d95e5939fb5623abe3
7.1,100,25,91,98.0,17.0,68.0,Pakistan,5.0,229.0,1.0,1.0,3,48362ddd6bd7d5f493ff5f472eb931eb08a6eb72a443800dea9b5149f545f805
6.9,98,18,98,98.0,26.0,76.0,India,5.0,46.0,1.0,3.0,0,a631fe24ab0a3cb934a6cf2612dd697c31f6bbe2675b464d95861e0575292ba7
7.9,94,20,96,99.0,10.0,58.0,Pakistan,4.9,160.0,1.0,1.0,1,b5ce277ea233c63eda680a261cd701d056f0339840f457b65268076ec3c886fe
7.6,98,24,96,96.0,13.0,80.0,India,5.0,413.0,1.0,1.0,0,b846ad8dfa1c84303952d09fbbb10d06b2b0a76f0a3643891fb7571879f1cd6c
7.1,100,16,100,100.0,26.0,87.0,India,5.0,79.0,0.0,1.0,1,c4af23993dc9299528d8de90abbfd6adc23cb6615ab3073e69167cd347044ccb
8.2,91,25,91,88.0,9.0,86.0,India,4.8,101.0,1.0,1.0,14,bc739a2bec0ac781290d8c1f20bd2e7b04a9a27e58bcad6b8cc3022a77d7cd07
7.5,90,36,94,95.0,23.0,98.0,Bangladesh,4.9,283.0,1.0,1.0,8,1f4cd466a66f1621da05079c83f668612011c9abe2024cc1543b6a309edc3d02
8.0,97,35,98,100.0,43.0,93.0,Egypt,5.0,106.0,1.0,2.0,4,7852cd1c01e91e59887ad1ec2c8e2c4f20c07bebed817c0328c4028f94202f29
6.8,81,20,100,100.0,5.0,77.0,India,5.0,14.0,1.0,2.0,4,35ec9e1a5ffafa45767e240912371940e259846483bc1bd1fcc1a615ad71ead0
9.1,95,12,90,94.0,20.0,93.0,India,4.7,270.0,1.0,0.0,10,911b8f8725430df7785cce4e20e42ab0b8a828226ceff06c98ee6ffc21d84faf
9.0,99,40,95,95.0,24.0,79.0,Pakistan,5.0,408.0,1.0,2.0,15,a5a470de1c6ec8aaacf724bd0ec77c274518aa7bad8b7fd34f46435de9bde5d2
6.0,100,10,100,96.0,2.0,86.0,India,5.0,47.0,1.0,3.0,3,549e52ea5b4fbf6ae781ddd307b8e656d78a7e9a947da5c6849d6348d2c924c2
7.6,100,50,85,86.0,18.0,72.0,Pakistan,5.0,227.0,1.0,0.0,5,dd9d4a7066c8f96a46042968c620d899088313c646f931871660ef8196cab817
7.2,99,30,95,98.0,16.0,83.0,Pakistan,5.0,184.0,1.0,1.0,15,9c11bcea73ad87d15dc78db14ef8d427d9640dfc85a9c20211f6749d15b85ed1
7.8,97,20,89,97.0,13.0,73.0,Pakistan,4.9,140.0,1.0,2.0,1,9a82a4d30a53275896918876fc37168cb3afe630b7ce5beacfb909949564018a
7.8,98,60,93,97.0,18.0,92.0,Australia,4.9,216.0,1.0,1.0,4,3c5480ec5d961c6a48002dcf2b9f9528b53d72b5c9cf14e389e5a336d30add33
10.0,99,35,98,98.0,13.0,81.0,India,4.9,1109.0,1.0,1.0,9,79844c0f0a77d9445f13325cb8526cf961c4225890d1023e012be3ae22ebb263
7.8,99,50,94,98.0,19.0,91.0,Ukraine,4.9,92.0,1.0,1.0,3,107fbf08d09e875aee5d50a779778107de14275c27d5df3ef64d4763c3773871
6.5,100,20,100,100.0,20.0,100.0,India,5.0,17.0,1.0,1.0,0,5234ee4ef4c6699297a6e86c89cf3bb2375006fcfb7a26ffc5afcb7aa242379b
7.4,98,38,99,99.0,12.0,87.0,India,5.0,183.0,0.0,0.0,1,df492ad7b2e32e1dbb6546dd44a4c5357583deb08cc319859be0290ee90afbc0
7.8,97,50,96,93.0,39.0,89.0,Georgia,5.0,276.0,0.0,3.0,2,1ddfc332e8570fc56d66ef2e304edde711fc4a750bd8ad941a4954d7b9e19e80
8.4,99,65,96,93.0,18.0,96.0,India,5.0,219.0,0.0,1.0,2,03db008b1ae799e010c5f6884d7b1d0ca7280f74c417380802b781ad89cc7215
7.7,97,18,100,87.0,21.0,86.0,Sri Lanka,5.0,56.0,1.0,2.0,3,da4fa627036642dceb2d44db9bac9b1c534f243ef933350687d53e733437c473
7.0,99,30,100,100.0,18.0,93.0,Malaysia,5.0,131.0,0.0,0.0,12,b4da59c7b1bf557aee8efc8f524956a4a718bc81f0b510f6d87416884f02fb11
8.4,97,100,92,92.0,23.0,96.0,Indonesia,5.0,564.0,1.0,1.0,4,95b2a8478a2fc8cc4c2872cef90826134f82ef8675fca42dbb52ea1269248e2e
8.7,99,32,95,98.0,26.0,86.0,Ukraine,4.9,3659.0,1.0,3.0,15,0cbae150180e69a4d3e9facee59acabd569d578dd946c7924a8a3503516fdb51
7.4,97,20,100,100.0,45.0,100.0,Pakistan,5.0,33.0,1.0,3.0,1,2b19b792e1c9ddb68bdb469cb1309741647f6fed4a3fcdc9ce30740d5c3ee13a
7.1,98,30,100,100.0,7.0,73.0,Germany,5.0,61.0,0.0,0.0,0,045543a799d568dd063333e5821149044dfac053b098eaafbdc674e267f9a1f5
7.8,97,15,99,99.0,26.0,84.0,India,5.0,71.0,1.0,2.0,5,e6458a14cded4beaf104b369159f29f4c5d9d42688983ac088dcfcf2bde874a6
7.8,99,50,94,71.0,20.0,70.0,India,5.0,123.0,1.0,1.0,5,b28b1cf1bbc638394fd43bdbbcf94e6500ce1d104302e101d0417e3ff470327f
