Amount Earned,Completed Jobs ,USD/Hour,On Time,On Budget,Repeat Hire Rate,Accept Rate,Country,Overall Rating,Reviews Count,Education,Work Experience,Number of Certificates,User_ID_Hashed
6.4,89,10,85,92.0,11.0,92.0,India,4.8,104.0,1.0,1.0,0,0c69f66b7860aad8fec389eb7e1ff5e4fd6f512ca63b5a75f952a7357f1f0884
6.7,96,7,96,96.0,14.0,94.0,Bangladesh,4.9,173.0,1.0,1.0,4,aab736a875729bea67d7060a5adeb2beee7c55cb96eca05b2c51cd5bc364e87a
5.3,97,5,99,99.0,19.0,95.0,Bangladesh,4.9,92.0,1.0,2.0,5,0735de847f7bd76af3334c1475912ff4db721cf97db5c2b17860a3246b793784
4.1,100,10,91,100.0,17.0,100.0,India,5.0,9.0,1.0,2.0,2,bccd8f1327d84eb1a82861b85dcae40e895c4fd975eb572c501bb6ca331172f9
7.2,99,15,94,95.0,14.0,95.0,Belarus,4.9,309.0,1.0,0.0,1,cc3796af88587ee9083f60091b0a43dc67900f197bdb25bf9d69f7e993ffea22
8.6,95,30,95,99.0,21.0,87.0,Pakistan,4.9,312.0,1.0,0.0,6,5a28f473545d7879e79e6b1af5eb4cfca5e33f5dd34fc873b76f47bbac6e5823
7.0,96,15,89,89.0,20.0,90.0,India,4.7,158.0,1.0,1.0,1,d9452789f0d80f54199131e49193b814682575898084d7bd0bb1a225c287d588
6.5,98,50,100,94.0,29.0,86.0,Egypt,5.0,90.0,1.0,2.0,4,0814dda10b30c5d25cf94ab0907dc8991e687f41328a88353ab3c80218c1b0a8
7.4,100,33,99,100.0,40.0,100.0,Peru,5.0,83.0,1.0,0.0,0,75dbbbaaaca2d6ac611c0b909f5b6a33ebe7c40a9ffd6e3f9c4c8b566072fae6
5.7,95,15,94,99.0,8.0,62.0,Pakistan,4.8,41.0,1.0,2.0,1,b93f594989a6ed5d0a1ae4881b50d6a73ace470ce80bdd947274f64a9703c78d
5.7,96,10,99,100.0,18.0,90.0,Pakistan,4.8,65.0,1.0,2.0,2,9b0027310f47af0143b2beeb02d81cff561d40f381eb063ac173c9ba6dce0bcc
6.0,99,32,100,100.0,40.0,86.0,India,4.9,95.0,1.0,3.0,14,cbd46aa23bfafb8636c8ee326be9334471a53592345c7886672fad88252bdf71
8.8,96,20,90,97.0,31.0,93.0,India,4.9,283.0,1.0,1.0,13,0280e34779920a58489c388aae1da0c55f80844204416eb1239661d9d79dffa7
4.0,82,15,100,100.0,25.0,100.0,Pakistan,5.0,10.0,1.0,1.0,1,1503216b21e5e969125e8d5d6a41fc4408a82560ae0ebe52493bc7ff5d98cea5
5.8,100,10,84,84.0,10.0,87.0,India,5.0,25.0,1.0,3.0,1,37109e61202cd26a54c79321ad5342064737bcb2aa118715e9675b391cc75341
7.0,100,50,97,97.0,29.0,100.0,Bangladesh,5.0,35.0,1.0,0.0,0,ff7be59b3fc64ed36345f80ad016984cc4fa63d0be0be281fdf06e62f95f7c50
7.8,94,10,86,92.0,15.0,76.0,India,4.8,300.0,0.0,1.0,3,ee53a82da474755d21fdd592d783bd6b51afaf4d85aa21ccbeb84f24df2429a3
6.6,100,18,100,95.0,25.0,95.0,Egypt,5.0,77.0,1.0,0.0,1,74eb4e8d3013625ae71593d0b17e4b37573da0c03faae4bff6da38e030073b68
7.0,100,20,99,100.0,21.0,100.0,Bangladesh,5.0,234.0,1.0,2.0,0,a43f9247c3329b8c67644010432a559f084f00073129cc6339749a234a579aad
7.1,100,75,98,98.0,27.0,95.0,India,4.9,81.0,1.0,1.0,3,d7045416407f851d699c97b43acd3743d1e71bbc031c0cc520d157dc4ce7e603
5.3,100,20,94,86.0,10.0,95.0,Australia,4.9,27.0,1.0,1.0,2,3284d288ba13471fac22c6752eceb32942f1f8598b46e3386a7f1127e3747912
6.7,100,40,100,88.0,23.0,93.0,Spain,5.0,37.0,0.0,0.0,2,d7ad07db3382675caf155ebfc4f962c7d1ee225f692006c2700384d0d3689605
6.8,98,25,95,97.0,20.0,77.0,Bangladesh,4.9,339.0,1.0,1.0,5,d07c72e1bea78cbfa4188f273251c928cc83f0a1830f342a69e84858acd42e33
4.1,100,13,100,100.0,67.0,100.0,India,5.0,4.0,0.0,1.0,0,6ad4b32c18585da0e10c1852b6e360d7a2b31a6573ad9380256ade51fab48555
5.0,91,20,98,98.0,5.0,74.0,United States,4.9,29.0,0.0,0.0,1,acf7aa566607c8e56bf7f2d045a51e42274f7e346414cddb4c7e46887fd1af80
5.3,100,25,98,100.0,20.0,98.0,Pakistan,5.0,43.0,1.0,3.0,2,3941d508010eeab287edffc389abf7244ac27b2f9bdf7fa767a40ba161f913ee
7.8,100,30,100,99.0,38.0,100.0,India,5.0,25.0,0.0,0.0,10,8c05282ec3f874d7d827d6969bff44ec070614c3020d95528128b01985e65afb
7.5,93,20,94,94.0,15.0,66.0,India,4.8,83.0,1.0,3.0,6,43afb5d2f80163fb588e38fc1d96a7fd9bab54ecd267cf3cab8347204f287d88
4.9,95,20,78,71.0,13.0,100.0,India,5.0,17.0,1.0,1.0,0,aa3d0e06424356ff72572db1a6f54889d0b079099eb4f42a6d64e6fce4895500
5.7,88,30,87,91.0,14.0,68.0,Indonesia,4.6,27.0,1.0,3.0,0,a3a235376d8939f029cbf6346a38254317731e968e1d3ae3423f24445ad60baa
5.9,99,20,97,97.0,21.0,88.0,India,5.0,109.0,1.0,1.0,4,46ba1405cdf8d79d941130c918c750d222f3a46f6e8c9d800a724034430cba95
6.9,100,10,97,98.0,28.0,89.0,India,5.0,73.0,1.0,2.0,1,3e69f1692474952a4270e925789e4eb712b509b286ba8b1fe2c7999949adb145
4.7,97,25,85,89.0,26.0,92.0,Pakistan,5.0,28.0,1.0,3.0,2,4d8d0699221b645e01734102474354b48d4544b4b2bb9ecff66276c85260ce8a
6.9,95,20,62,100.0,18.0,100.0,India,4.7,33.0,1.0,1.0,5,de1aa7f2737cc4bdbcee993a561533458fb14dba459c61e2d26d5f3f15d8fa33
4.7,100,15,100,100.0,13.0,84.0,India,5.0,14.0,1.0,1.0,7,fbd345780144c454b96e0a9133f4c920913cd83ff58eb90ab3ff650e018e2cf4
6.6,98,25,97,99.0,31.0,96.0,Pakistan,5.0,63.0,1.0,3.0,7,0d12d19ac338b007b4fa5091a4827c9595870ea9e3c2362cc2af900783b025a2
4.5,94,100,99,98.0,25.0,70.0,Pakistan,5.0,15.0,1.0,2.0,1,9aaa09a323df1a92207b9ddafcbc2b9a8196d4bf80026fbbe6d3a4eab6525c48
5.6,100,20,100,100.0,20.0,100.0,Bangladesh,5.0,25.0,0.0,1.0,0,2a2eef2600ad8ad1bbf119cfa505b16c63c617d5e5dfe5fb1cd1752f17f00746
8.2,92,25,91,96.0,20.0,69.0,Vietnam,4.8,298.0,1.0,1.0,5,197eeff41d72dd95be221d1099d37226d735215a5530e42ab69db10d0cfd1819
6.5,86,20,90,82.0,9.0,82.0,India,4.8,31.0,1.0,1.0,13,e98b1304d5dbf3c84e75b28e4242c42ccbd884d61028a8777d52bac4611e2995
5.0,89,12,99,99.0,26.0,58.0,India,4.9,18.0,1.0,1.0,0,e01a228dba1cd888798044d9dc908bbaf2672511222a445c91f16354fb1a106d
3.4,100,3,100,100.0,14.0,100.0,India,5.0,13.0,1.0,1.0,1,8b3459462106c62de638c1b29ac211b5c9f7d1ac4ced90d666f042afd0ee801c
5.5,90,40,91,92.0,17.0,67.0,Pakistan,4.8,27.0,1.0,2.0,4,d635d38bdb210c875180f829340147422170207966f8975166560124257a1827
4.8,100,35,100,100.0,27.0,87.0,Pakistan,4.9,12.0,1.0,2.0,1,b02ad526a164a8a2fff705e0d3079a75ca591d87f4de934914d35e9ca8b7fdb7
6.9,98,20,89,90.0,25.0,91.0,India,5.0,126.0,1.0,1.0,1,949efc3bad80bc708106fd4852f15063c88d0a299f7a18e5f78e988329424f09
4.7,97,20,100,100.0,21.0,89.0,India,4.9,32.0,1.0,3.0,1,c3836a3cec8fb74591f4025878fb10744e6fcc576148c3180ef77baf059de555
7.6,91,25,74,79.0,8.0,63.0,Canada,4.5,189.0,0.0,0.0,3,7a78c0119f2defa0528c7c085925dc135909e3487b777436184e86770d069bf9
7.2,100,50,95,97.0,18.0,88.0,India,5.0,217.0,0.0,0.0,2,346653617de39bac2ec642c7f92e018961fbbd4f01a7a59eed593b0a29eaa7dc
5.0,100,45,100,100.0,14.0,70.0,Montenegro,5.0,14.0,1.0,2.0,1,55d44deae89e925b265f150788ff8d86e5b663b7d858ab442f5454ce1e417ac4
6.6,100,35,98,99.0,29.0,91.0,Pakistan,5.0,40.0,1.0,3.0,3,a11730042603c80934c2eec6e5dafb42004c7207349e75d4ae54821c1c181a20
4.2,91,15,100,100.0,13.0,90.0,Bangladesh,4.6,22.0,1.0,2.0,1,1f32a2009b75a57d07f21e2d2e08fa0f6b8680147fb2ac3082106c3e9f1e63f9
7.6,96,10,93,93.0,19.0,79.0,Bangladesh,4.9,245.0,1.0,1.0,3,9ff9f9424f2f06cb0f0d6d642ecaa270140294e759024636ad51550a3aabd83d
6.6,100,30,99,99.0,16.0,95.0,Mexico,5.0,57.0,1.0,1.0,0,674d0d08c613bbb8f7de46e063e3bc682a38fd77c29b2c54412b6b0e56affb7e
5.7,100,25,99,99.0,56.0,100.0,India,5.0,15.0,1.0,3.0,5,2d75e8ff3e6f5a152503a7731fee8f7f963318684fe76348b3b0cf81a5e50082
7.0,96,30,100,100.0,19.0,74.0,India,5.0,23.0,1.0,3.0,7,f34acc029a186e19f2f62f0d8a1613bd615853cb1b958f2298866043fe458a24
7.4,100,35,96,96.0,11.0,91.0,India,5.0,585.0,0.0,3.0,2,37d2b862312adc453b35ac8b14dc06ac2464cba879f95f4b8f8b9d7805e8a698
5.5,100,40,100,100.0,13.0,96.0,Albania,5.0,25.0,1.0,1.0,1,8a228f6794f8f7f1b071ce9758614a7961801310ce69114faeb07eb9072ac470
7.2,96,30,91,98.0,15.0,98.0,India,4.9,45.0,1.0,1.0,2,5470f158e312b4d113a2245d96101847347f3226307cc49767134abfe19ef8c2
4.7,95,15,94,96.0,9.0,94.0,India,5.0,40.0,1.0,2.0,3,0b170e121e33da3ac93b84fe13a50ad288bca1cebe406e14c425d85e7eedee48
6.3,91,35,93,95.0,11.0,67.0,"Moldova, Republic Of",4.8,143.0,1.0,1.0,0,80fea9fadd6b89dfeed7f10eed7addc4d2b78d097692b6e4372b3cac366d811a
7.2,100,25,98,92.0,18.0,86.0,India,4.9,234.0,1.0,3.0,10,2d3e07e259a5f5c257c582c3248beccbc7c194a7ea352b0d1b666180f0960146
8.6,99,40,96,97.0,17.0,85.0,United Kingdom,4.9,1521.0,0.0,0.0,4,297d3855f8f9b094ad92f1b2dd3ccfb25634f4620a0e75f1b734b73b501e7f98
5.7,96,20,82,91.0,15.0,100.0,India,5.0,44.0,1.0,0.0,1,fd5c09fe0c8a2c5b3409f78e01d391d708c8673d51873cab8c6b1c5354d52697
7.3,89,25,87,84.0,9.0,69.0,Nigeria,4.8,175.0,1.0,2.0,4,a0c5d9756a92d477e0001fd5455f0a5abb1f3557ad9415f36e3f2b805a271abb
3.7,88,20,100,100.0,13.0,83.0,Bangladesh,5.0,8.0,1.0,2.0,5,0d5b2032c3e56d4e729b0db7eea2e0974af0493c2e13fc0d4ccea0293f5e6456
6.2,95,30,80,93.0,11.0,84.0,Pakistan,4.6,98.0,1.0,2.0,2,78e817a3b00e4cec10b3f1babf020c39a5f431c278b58a1316093a73f46d7a13
7.6,97,30,97,89.0,7.0,95.0,Costa Rica,4.9,71.0,1.0,2.0,2,42408e7e9f6542b4f28095880917f0f7d18598438f08ff44b6440cfbe2ddd01c
8.8,100,25,100,100.0,43.0,95.0,Bangladesh,5.0,282.0,1.0,1.0,5,a5457d51c1124df41532f1bb0f0e841ebb6d685d41ab6985be5cb93e90c976ae
3.1,100,25,100,100.0,5.0,100.0,Egypt,5.0,15.0,1.0,3.0,3,4753d42b9cbbfd65a198960febdf872936572656a68a20ceed4271893b4d5a06
7.1,92,10,83,88.0,10.0,89.0,United Kingdom,4.4,150.0,0.0,0.0,1,a81fc5fbd50e18a722887b2d95ddb09bfae7cf9511eba3184c6e340f460ce26d
4.1,86,15,94,100.0,6.0,93.0,Pakistan,4.9,35.0,1.0,1.0,1,19d2df32cbce8cf0f04e74a552e8ebf58a396c34c84a3dcd7ffc5570d96e92b0
8.0,96,20,87,94.0,13.0,89.0,India,4.7,519.0,1.0,1.0,1,3b3571d27d4cc41d11d3e4e2210a907eac307ed63b37775ee482a8ceb43da4d7
3.2,88,8,74,92.0,25.0,94.0,Pakistan,4.6,17.0,1.0,0.0,1,18ab0524c705166c9255a0be737f3cf7de36e590037e89d9073e67955367b720
4.0,100,8,100,100.0,8.0,100.0,Indonesia,4.8,5.0,0.0,0.0,0,5dd157f0edcfa0a1c9e79a6af8ee5ac70efe13e997a67e0272f9ef7639e352d7
6.4,100,6,95,95.0,18.0,79.0,India,4.8,97.0,1.0,1.0,3,1edd05a56ccb7d33f761ff6f2e0872a6a22b225eea2c816fde6b6cafc70b0ee0
5.1,100,50,100,100.0,20.0,100.0,Indonesia,5.0,8.0,1.0,3.0,3,3e10b3d79687be831d42c9324acc1de49e31e76e64c99bf34fe820d5692edae2
5.9,90,30,100,100.0,4.0,96.0,Vietnam,5.0,48.0,0.0,0.0,2,1d09cf77be083e49f28a821ca0a466e9f2ec945fc9496b07d1cc7269ba9f9e85
6.2,93,20,96,99.0,30.0,98.0,Tunisia,4.9,62.0,1.0,3.0,0,8190b65727f435fc3c16fa79016bece73402c7bfc627c65aa4a8403245d7415e
5.5,100,20,100,99.0,25.0,100.0,India,4.0,5.0,1.0,2.0,1,8253a4b14e029e6b09604cf9579890308d5e4f9d7d223a958be1ac50f9166a31
3.8,83,9,100,100.0,33.0,100.0,Nepal,4.9,5.0,1.0,2.0,1,f71cec71c0cd8bc68b025dbfb3ef579b9ecdaeb0aa23cd4a73fc700cfa468d72
4.4,100,5,99,95.0,20.0,100.0,Bangladesh,5.0,20.0,1.0,0.0,3,c49e87e8f56419e2c9f6f56ebec32fd00dd3e4d5efe29784f8e8901e41afe8f3
6.5,90,20,96,99.0,21.0,84.0,India,5.0,87.0,1.0,1.0,10,9a8d637a1caf2c06192318f2fe472854b0a061c881d89273360a8186c0a4920f
3.0,100,15,100,100.0,25.0,100.0,Tajikistan,5.0,7.0,0.0,0.0,0,b8f2db9062b9a0b7749ed64428b6595b277567881711c364cdadd251fe0f3085
4.7,88,20,97,97.0,12.0,74.0,Pakistan,4.7,21.0,1.0,3.0,0,49ee67d816e82651f81a3e58b105aa39ecee08a6699072500c2c702ac05f9bb2
4.6,94,10,100,100.0,8.0,93.0,Bangladesh,5.0,33.0,1.0,0.0,2,1b111e410fc1f3e1d7decc6a36e5bbe262dd474a3e61b68957a54530cf0a2696
7.7,95,20,90,94.0,17.0,81.0,India,4.8,686.0,0.0,2.0,5,2e4fa7dff34deeb23cf49d33a5a36e317e786cc34922cad799f56a9668640c96
4.9,88,20,88,97.0,9.0,93.0,United Kingdom,4.7,28.0,0.0,0.0,2,0a1e1f27d3a764969edfbfe34c7c38434b8501ef62be6ee3d73c80f3697c02cf
3.0,75,5,100,100.0,20.0,100.0,India,5.0,3.0,1.0,1.0,0,b3b588d62ffd5071af9d06c6845e29340bde984bbe65cd6b109c69ce35719f09
8.0,99,30,99,99.0,17.0,86.0,India,5.0,767.0,1.0,2.0,0,81290dabf0ec1b2c147adf6dd500ec22b0d0ed32ba303b58e6352fb36a1129ac
5.8,93,22,98,100.0,19.0,100.0,India,5.0,15.0,1.0,1.0,1,6d4751521b69a2d8bcda6277d811aceed2f0e002300249b583d3361c27b3020c
6.0,96,20,100,96.0,30.0,69.0,India,5.0,75.0,0.0,0.0,0,772d8ad9bae8e10d927e53036077c9704c5610f0d4cf64536a3457731dfbde75
7.5,98,20,98,67.0,13.0,79.0,India,5.0,106.0,1.0,1.0,3,a08dd3435af9a434cd12e530a525c9ddd8aec33037bc7b61636f22c1d3b8b20f
6.4,99,2,93,95.0,14.0,75.0,India,4.9,164.0,1.0,2.0,2,6c347384047300c01da9ef7aac13c632b49e5c9fbf9e9fcbb09162c264468fbc
7.0,100,50,98,98.0,10.0,100.0,Canada,5.0,27.0,1.0,3.0,4,f364388bae09c69553ae097990596d07e570e2dfd2a79eb6d62418119e6d00fe
5.8,87,5,95,93.0,25.0,88.0,Pakistan,4.9,35.0,0.0,0.0,0,9cceba53670a522d5871c404ecc86cbe16bd908a77b85919b5b01cd81b9cc44c
7.8,98,30,92,98.0,22.0,81.0,India,4.9,153.0,1.0,3.0,6,159ae6c6712e5851ae8e70599b8dda3516a43c32f1d73a795376ee647a98b860
4.1,93,30,98,98.0,30.0,100.0,Armenia,5.0,14.0,1.0,3.0,1,7f5b091618f79b1106063133d7a78e830556e7ed1d1f2c3570a3d39df31c3414
7.0,94,15,90,90.0,14.0,72.0,India,4.9,138.0,1.0,1.0,3,a4f6c4cd444adde3cd78f749ae84001d415997a9dd18168133b25188c5d80cc3
2.4,100,15,100,100.0,50.0,100.0,India,5.0,1.0,1.0,3.0,0,489cce465f45b3d0fcc85349480a5a5a9c4edc2d86eadc15cc89f3bda535f231
7.4,95,35,96,97.0,21.0,92.0,Egypt,4.9,193.0,0.0,0.0,2,a8ddf5dded0fc5a36ced791ea9bcacadde4a9fb9385f035e801bfcedde8c64c4
4.9,100,10,96,96.0,6.0,100.0,Sri Lanka,5.0,9.0,1.0,3.0,0,7b7d0e69f2372530d6a5569b6c6a08258e1a1f55696bdb7cdbd31c5961dc559b
8.3,95,20,89,96.0,28.0,76.0,India,4.6,186.0,1.0,2.0,9,aaee3b1c44171ae907b088435436a1b85b6683e72176169694b5025f86c592d7
4.7,100,60,96,97.0,19.0,100.0,Turkey,5.0,31.0,0.0,0.0,0,30ce2d6c387e83a86affda1a15aaaaa8f0102efbd536194198ed3ea17314b4f0
1.1,98,15,76,76.0,14.0,100.0,Bangladesh,5.0,125.0,1.0,1.0,1,cc0a1625b9aeec1d5005bc303c8ed6cb81fa72ca8694d7ce082670b95088f7c9
7.2,99,30,94,92.0,20.0,95.0,Italy,5.0,161.0,1.0,1.0,6,0c4de390f88c1b863e9919c31a3aee1452a29b875b5a5bb22a395fc227d57be7
4.2,90,35,100,100.0,13.0,100.0,United Kingdom,5.0,10.0,0.0,0.0,2,17fb42cc329ca6c49d907349eada47d2b00c0b7a60b940c17f1fe650945de448
7.1,96,30,100,100.0,17.0,100.0,Bangladesh,5.0,26.0,1.0,0.0,2,bb03c359f6a556b408a0bdd7480c026e374066ee5213b9970dba4c0e0af2d06d
6.3,95,15,97,100.0,13.0,96.0,Vietnam,5.0,74.0,1.0,0.0,1,4ee014c32849be529be611d75a91019a58481c4797a1e83ec4897a913031cc46
6.4,96,10,90,93.0,14.0,71.0,Pakistan,4.9,132.0,0.0,0.0,1,070dcfc7dae35c7f260a69bbdf894723210db3be4d5e1c1d0bf316d991bf4cad
7.6,97,7,93,93.0,16.0,73.0,India,4.9,268.0,0.0,0.0,2,a264819b446dd17a3e1f798ff3c2f52718534a4bd06acb33be21d1e1dc9b9b7d
5.0,100,5,100,100.0,5.0,94.0,Pakistan,5.0,12.0,1.0,1.0,0,4c91ecec1e539e2ac13a657692ebb24074964c0388f8894164ac3fa3b4848e2f
7.0,96,30,93,97.0,24.0,86.0,Pakistan,4.9,147.0,1.0,2.0,3,789946fae556ca750ffbffc6acb6d7404e06e396e9bc56f60d508d337a3a4478
4.4,82,20,100,100.0,18.0,92.0,Pakistan,5.0,10.0,1.0,3.0,2,cec6d290d5252d77920de6e2ee01debaadffe46852b0c5e47618b2c1d7fbc8cf
6.1,100,25,100,100.0,33.0,95.0,Nigeria,5.0,20.0,1.0,3.0,2,1267303d0905732dae965141bf74c474657f8972a83745bf1ec88daed5712996
3.5,100,35,100,100.0,33.0,100.0,Argentina,5.0,6.0,1.0,1.0,2,ec3e7c9eca82b0859ef8e5c4b31e6aade91573e68f848cb98561a272a70915ab
2.1,100,20,100,100.0,14.0,100.0,"Tanzania, United Republic Of",4.6,4.0,0.0,0.0,0,94e8cb4b09e1bf6a924e2698eb3fd34afd68dc162263e077dc04faaab7ad395c
5.6,100,30,56,100.0,25.0,100.0,Portugal,4.7,7.0,0.0,0.0,1,39a4d286a7f8a52c1f4a891cb2ff6bc7b3e691e9fac3f19486a29e4589278207
7.2,97,20,98,99.0,19.0,84.0,India,5.0,67.0,1.0,1.0,2,d1390d381106414c77f42055a0b21c43a41e0610a7d49eb2882115da4294506c
7.6,98,40,93,97.0,16.0,85.0,Sri Lanka,4.9,113.0,1.0,1.0,9,95861d478528d0d5d83fd37ce1a2a6e54d29c36bb2d46bb74d3fb591e5e0ee28
4.9,95,15,61,98.0,15.0,83.0,Morocco,5.0,18.0,0.0,0.0,1,b08f5c7547421362eed3ce7bd30e5b08353d21c21a2c9462aebe62fff4b3736a
6.6,100,15,93,93.0,7.0,90.0,India,5.0,429.0,1.0,1.0,4,bf625c22c2a4028b972e4d07a0bc238bf3b451b8d33ba9e98a23ec5e7d7bbc12
4.7,93,35,100,100.0,6.0,85.0,United Kingdom,5.0,15.0,1.0,3.0,2,bb5a97f609d658ada85d28c7196f1c0cf38bf9e870145d681bc70f5a3ddb9d0a
8.1,96,20,96,97.0,17.0,81.0,India,4.8,174.0,1.0,1.0,5,c57baa0e9767bde21399fca7b894d15f1d27e2c7e982a099bfbb2865bcc706bb
6.5,100,10,100,99.0,19.0,51.0,India,5.0,47.0,1.0,0.0,1,32d7d2e0e0652dbcaa41669c2e524f9bfa876fe9595f191640bff329b0719305
5.8,96,10,100,100.0,6.0,89.0,Bangladesh,5.0,44.0,1.0,1.0,1,6ea5f4add714da9195d1f67e5f2dd29b04049eee56610b4ebe5c2d816a700527
5.6,97,13,66,78.0,10.0,73.0,India,4.1,26.0,1.0,0.0,1,31b881a912b2c0ee6e05c08eaae49b44a26e796bbae014a577aa10a27db9eb3f
8.5,95,20,97,98.0,30.0,73.0,India,4.9,182.0,1.0,1.0,3,452c936046166af126e530254510c99ea277207de9a9089a2682e3f6d26f2d78
4.6,100,12,100,100.0,100.0,100.0,Pakistan,5.0,8.0,1.0,3.0,0,cebc8e274fd80b1a1ddaa1fd2c4c2738a313f45e58518a2bc05c6f2512d125a9
4.9,100,9,94,94.0,22.0,100.0,India,5.0,33.0,1.0,0.0,1,72b63ae709b0d278411867c4bb6551bd277cd7c05b355cf5edfc89d1295809ef
5.0,100,35,99,96.0,4.0,100.0,Canada,5.0,10.0,1.0,2.0,6,d03a13f852b6332b22970dad292afe5e7f8cbb3525a11f8d7f4d6addbf3067dd
5.2,82,25,91,92.0,5.0,75.0,India,4.8,17.0,1.0,1.0,0,442bde3637e239a379c6cad646ae656dc6207ff5ec8d4b64dfdd8655eaa39228
6.6,91,15,85,87.0,20.0,81.0,India,4.8,134.0,1.0,1.0,6,30546dab4ea7f86d506e0441f0b737afd8a6ebcd81878cd1f5b493cd264da831
7.3,100,10,95,96.0,17.0,100.0,Egypt,5.0,26.0,1.0,3.0,3,de26b4abd33c4978da2f6dceec0ea3ed0ec4fd1e80891a9107ebddd01381f960
7.3,90,14,88,88.0,22.0,92.0,India,4.9,215.0,1.0,2.0,2,7110b1e3853dc2e13ab1e0f579edfaf7ae3d54085acce58db01e76635c8e4cc8
5.5,87,20,93,90.0,16.0,89.0,Pakistan,4.6,38.0,1.0,3.0,0,96e66be12397446565eb5aaefe425f0e0921e499f64cb12b154f30ccab3acbe1
8.5,96,15,99,100.0,30.0,76.0,India,5.0,285.0,1.0,1.0,10,bb92f3272017c5c6c296dc7101e86cc254922052c7dd6d4106370b9d2e2f6a40
5.6,100,50,99,97.0,12.0,56.0,Pakistan,4.9,64.0,0.0,0.0,0,fe250a04395cd31bf7edd475ef71e043d541c36eb18bf4e3965c231307ffd8ac
4.4,88,20,93,93.0,5.0,95.0,India,5.0,14.0,1.0,2.0,9,cd85fab0128f97f572b94ff568bb05888a10d0c06cf73e368e0ef50aa81ac2bb
6.5,96,50,91,98.0,17.0,77.0,Indonesia,5.0,103.0,0.0,2.0,2,f6f89c88cd6a061f391dad36bd9ce47734e7eb614e8356e1e36ff0d1fb4ae793
6.0,100,20,98,99.0,11.0,86.0,United Arab Emirates,5.0,83.0,0.0,0.0,2,8b8240b2b0bb6d00b3e94607c03f0fad1be535033bdd32c6e0cdf22767f5e2fb
7.0,100,20,89,90.0,12.0,78.0,Bangladesh,4.9,67.0,1.0,2.0,4,cfb9938fd1da11dafd5e9a9cecda4f76b0ca40e9e685963260fd0f738f9e5990
7.9,98,15,93,94.0,10.0,86.0,Bangladesh,4.9,333.0,1.0,1.0,15,2993b80bd90afd35be50473b2f31d68baae8b426053c70f6aec7e4fa70967426
6.6,98,15,51,51.0,6.0,85.0,Bangladesh,4.9,255.0,1.0,1.0,0,f2f1f3c3d2d8cdbf5d109f7bcf76bf94a5e13f354a1d00ba96d36cb7e9f5ea8b
5.8,94,45,100,100.0,5.0,100.0,United States,5.0,27.0,1.0,1.0,3,18b0121e00c494f4d5e40a8b1daa3f2305e95354cc09f0dd7058f7375ef033f1
4.8,100,15,100,100.0,24.0,97.0,India,5.0,34.0,1.0,1.0,0,1296927bf48a10ec629f2d650bf8beac3625f8e56830b2f4450c8f0a0248f866
7.0,100,35,100,100.0,42.0,91.0,Ukraine,5.0,167.0,0.0,0.0,15,e54353d18583aac9eca244518f2e14954bdb32b9d86b3db32149583c20340cca
4.8,100,40,100,100.0,33.0,100.0,India,4.3,10.0,1.0,3.0,4,1fb99d7cbe106efa4f5ade1d0a7e53a465f4951005d386bcef68617db7f25c74
7.7,99,25,87,88.0,14.0,91.0,Pakistan,4.7,592.0,1.0,1.0,3,3759becdabc69aa629843a759adc36196faa8f180cb5f57fa9970e2bd003325f
6.1,96,15,97,97.0,9.0,93.0,Bangladesh,5.0,65.0,1.0,1.0,0,b522aecf67a45e344de085c310d1420cbfecf5782228615cff9e1dfdc0b604b0
3.7,100,10,100,100.0,50.0,100.0,Bangladesh,5.0,5.0,1.0,1.0,0,b0751ac7cdf59a897cf033f18401afcf9cd97250265e67443d747013b1d17542
7.7,100,35,99,97.0,20.0,93.0,Venezuela,5.0,226.0,0.0,1.0,8,d08df050c466b83b2e3aa499781213515f348f9e33f00a326224792354a55897
4.7,100,35,44,44.0,10.0,85.0,Pakistan,4.9,6.0,1.0,2.0,0,9535e9f3b0bc91c766bb17b1e370e577486e0a6e734379596e9c2433a7fb4a11
6.0,100,30,100,99.0,22.0,100.0,Spain,5.0,8.0,1.0,2.0,6,64107283a3b11eca61ec5ef6d79138a4c590203d681fdf43146057a8739f129e
6.7,94,19,95,100.0,16.0,44.0,India,5.0,60.0,1.0,1.0,4,496b641747809d9be9dcc1e0b2977a09787ad14301a2e30c8e0fd42d45ef91f4
5.4,97,5,71,73.0,9.0,68.0,India,4.5,35.0,0.0,1.0,0,219b0b19c5bc0e615c35011cf0794d9721e3e8189a0bfa22883e277b15db7108
5.0,100,65,100,100.0,40.0,75.0,Egypt,5.0,11.0,1.0,3.0,2,5ea72c683a98e383987e30d5372deeea0b73404b1ac6b6ca0e99c99c73ca0ac4
4.4,100,8,100,100.0,22.0,100.0,Pakistan,5.0,14.0,0.0,1.0,0,69a0961bf2f4b952a75a9e5047bf4d3caa04822829f9bda8730404d848714773
8.4,95,18,87,92.0,18.0,86.0,Pakistan,4.7,578.0,1.0,3.0,1,6497f8d3477343ba17cd30dcd51027d01d9e8afb7157073f31a0456e1b9e61e8
6.2,97,25,83,83.0,23.0,83.0,Pakistan,4.9,35.0,1.0,1.0,4,51a9637ae105bef4acc7a549cb9132fb22c4e3b596a86e9419c4a82046c796da
